-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 03/31/2021 
Location: Latitude  20.7453   Longitude 78.6022 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 274.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,QV2M,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN
2016,3,10,97.98,1.19,228.62,7.45,0.0,30.79,38.44,23.62
2016,3,11,98.0,2.67,93.44,7.02,0.0,30.14,39.08,21.84
2016,3,12,97.75,3.84,177.0,8.18,1.12,32.12,40.68,24.33
2016,3,13,97.79,2.1,206.5,8.73,1.23,30.2,37.78,24.3
2016,3,14,97.92,3.36,256.44,7.2,0.1,29.27,37.52,22.65
2016,3,15,97.97,2.66,113.75,6.53,0.43,27.8,36.59,18.39
2016,3,16,97.96,3.55,63.56,9.64,0.92,27.94,36.12,19.44
2016,3,17,97.87,2.74,85.19,10.62,0.01,30.48,37.99,22.45
2016,3,18,97.76,2.83,241.94,9.95,0.0,32.11,40.51,24.1
2016,3,19,97.79,4.09,318.94,7.26,0.0,32.14,40.85,23.96
2016,3,20,97.85,4.27,316.31,6.29,0.0,31.93,40.83,23.47
2016,3,21,97.74,4.44,312.06,3.66,0.0,31.05,40.62,22.76
2016,3,22,97.68,3.05,101.94,3.91,0.0,30.8,40.63,20.38
2016,3,23,97.8,2.43,121.12,3.05,0.0,31.54,41.34,20.4
2016,3,24,98.02,3.49,72.75,2.5,0.0,30.42,41.59,18.96
2016,3,25,98.06,3.2,95.06,4.33,0.0,31.1,41.56,19.52
2016,3,26,97.91,2.77,125.44,6.84,0.0,33.01,42.17,22.99
2016,3,27,97.82,3.16,184.31,8.18,2.41,33.74,41.9,25.19
2016,3,28,97.99,4.13,144.88,10.8,2.77,31.55,39.37,24.19
2016,3,29,97.9,1.8,246.69,7.45,0.0,32.49,41.36,24.05
2016,3,30,97.92,1.79,164.69,5.19,0.0,31.54,40.26,22.19
2016,3,31,97.79,1.49,111.38,7.45,0.0,32.65,41.14,22.75
2016,4,1,97.58,2.48,272.62,4.58,0.0,32.77,42.58,23.19
2016,4,2,97.66,2.59,176.69,4.94,0.0,33.44,42.93,23.97
2016,4,3,97.72,2.44,170.94,6.29,0.0,34.63,43.9,25.47
2016,4,4,97.56,1.4,234.38,7.75,0.0,36.0,44.33,26.91
2016,4,5,97.55,3.16,288.94,8.0,2.29,35.51,43.13,28.58
2016,4,6,97.8,3.15,202.69,10.38,0.57,33.09,39.31,27.81
2016,4,7,97.71,2.85,219.06,10.99,0.52,33.59,40.94,25.93
2016,4,8,97.65,2.73,202.25,8.42,0.0,34.38,42.12,27.5
2016,4,9,97.71,3.02,212.44,8.61,0.0,34.58,42.29,26.48
2016,4,10,97.78,3.06,214.88,7.51,0.0,35.32,42.56,27.21
2016,4,11,97.68,2.84,266.12,7.2,0.0,36.08,43.8,27.04
2016,4,12,97.53,3.93,305.94,6.53,0.0,35.98,43.98,28.0
2016,4,13,97.37,3.74,293.56,5.13,0.0,35.38,43.91,26.86
2016,4,14,97.43,2.98,259.62,3.78,0.0,35.51,44.34,25.68
2016,4,15,97.52,1.28,140.44,4.46,0.0,36.19,44.77,26.73
2016,4,16,97.42,1.13,221.38,5.31,0.0,36.69,45.33,27.21
2016,4,17,97.37,2.34,249.19,6.41,0.0,36.37,44.76,28.7
2016,4,18,97.5,2.42,200.19,7.02,0.0,36.12,44.39,28.05
2016,4,19,97.55,2.39,196.69,8.97,0.0,37.24,44.32,29.26
2016,4,20,97.6,2.93,216.88,9.52,0.0,37.88,43.56,33.08
2016,4,21,97.41,4.35,316.62,6.9,0.0,38.38,45.9,30.97
2016,4,22,97.3,5.48,294.94,5.8,0.0,37.17,45.38,29.49
2016,4,23,97.22,6.44,302.25,7.14,0.0,35.15,43.69,26.81
2016,4,24,97.19,4.84,302.88,6.41,0.0,35.38,43.53,27.24
2016,4,25,97.3,3.48,302.69,6.53,0.0,36.21,44.47,27.55
2016,4,26,97.53,1.77,167.31,6.71,0.02,36.87,44.33,27.47
2016,4,27,97.47,1.88,292.94,7.2,0.03,37.02,44.7,28.95
2016,4,28,97.43,2.27,231.25,8.18,0.83,37.19,43.95,28.98
2016,4,29,97.47,3.87,168.06,8.73,0.12,37.68,43.67,32.08
2016,4,30,97.47,2.69,229.62,8.48,0.01,37.11,44.94,29.62
2016,5,1,97.38,2.55,275.12,6.47,0.04,37.53,45.45,29.6
2016,5,2,97.38,2.65,289.06,7.14,0.34,37.51,44.98,29.51
2016,5,3,97.46,3.09,182.56,8.3,0.43,35.77,41.94,30.75
2016,5,4,97.41,3.59,212.19,9.03,0.29,36.46,44.18,27.96
2016,5,5,97.57,3.9,198.94,9.83,1.89,35.43,42.33,28.12
2016,5,6,97.68,2.84,177.94,15.08,14.17,30.33,36.12,25.0
2016,5,7,97.65,1.36,180.38,14.95,0.98,31.74,37.37,25.77
2016,5,8,97.65,2.06,187.12,14.28,1.02,33.54,39.84,26.39
2016,5,9,97.61,2.41,241.06,14.1,0.25,34.28,40.85,27.23
2016,5,10,97.62,1.83,259.12,12.57,0.03,35.06,41.08,28.95
2016,5,11,97.49,1.89,261.56,11.41,0.12,36.4,42.94,28.76
2016,5,12,97.23,1.75,196.0,11.11,1.47,37.49,44.5,29.15
2016,5,13,97.21,2.73,236.94,11.05,0.27,38.38,45.15,30.32
2016,5,14,97.29,1.89,251.44,9.52,0.0,38.98,46.18,30.7
2016,5,15,97.34,3.46,220.75,10.68,0.0,38.73,46.22,31.47
2016,5,16,97.17,3.88,208.06,10.8,0.0,38.61,45.67,31.26
2016,5,17,96.98,4.64,182.75,11.05,0.0,38.72,46.12,31.33
2016,5,18,96.89,4.81,154.5,13.06,0.0,37.99,44.37,31.58
2016,5,19,96.88,4.8,136.12,12.02,0.01,37.31,43.97,30.8
2016,5,20,96.66,2.89,225.38,11.66,0.11,39.39,46.51,31.91
2016,5,21,96.81,8.57,290.69,10.56,0.05,38.39,46.23,31.01
2016,5,22,97.05,7.27,285.31,10.74,0.08,37.63,45.62,29.9
2016,5,23,97.17,8.07,290.88,11.78,0.0,37.11,44.44,29.35
2016,5,24,97.15,7.41,298.88,11.47,0.0,37.61,45.3,29.86
2016,5,25,97.08,8.08,298.62,11.17,0.01,37.3,44.09,29.72
2016,5,26,97.16,6.39,300.56,11.29,0.0,37.07,44.49,29.4
2016,5,27,97.23,6.73,299.12,11.72,0.0,37.89,44.79,30.44
2016,5,28,97.21,6.48,290.94,12.08,0.02,37.3,44.21,30.16
2016,5,29,97.13,6.9,299.88,11.96,0.18,37.07,43.1,30.65
2016,5,30,97.13,4.97,304.0,11.47,0.21,37.12,43.57,30.14
2016,5,31,97.2,4.79,318.06,10.68,0.0,38.02,44.47,31.24
2016,6,1,97.21,4.08,328.69,10.44,0.04,38.37,43.84,32.52
2016,6,2,97.08,4.34,238.12,10.25,0.25,39.43,45.72,32.9
2016,6,3,97.0,3.89,178.75,10.8,0.56,39.23,44.15,33.33
2016,6,4,97.05,4.05,124.0,13.61,4.68,37.09,42.08,31.79
2016,6,5,97.18,4.38,161.31,15.87,4.62,34.32,40.62,29.14
2016,6,6,97.25,3.41,201.44,16.97,1.38,32.51,37.2,27.61
2016,6,7,97.2,2.89,224.38,15.81,2.72,34.18,41.46,27.45
2016,6,8,97.11,4.57,222.12,16.36,1.26,33.71,41.3,26.9
2016,6,9,97.11,4.41,244.44,15.75,4.93,33.91,40.98,27.26
2016,6,10,97.14,4.05,248.0,16.6,2.79,33.62,39.65,27.68
2016,6,11,97.16,4.81,276.06,15.69,1.28,34.54,40.6,28.96
2016,6,12,97.15,5.03,270.06,15.5,3.16,33.9,39.81,28.6
2016,6,13,97.14,5.7,278.44,14.22,0.13,33.95,39.62,28.4
2016,6,14,97.08,6.7,289.19,14.16,0.0,35.23,41.56,28.61
2016,6,15,96.96,7.44,288.62,13.85,0.0,35.51,41.72,29.51
2016,6,16,96.92,5.88,289.81,13.67,0.01,35.48,40.37,29.58
2016,6,17,96.94,5.34,268.38,14.1,4.95,33.89,39.18,28.19
2016,6,18,97.08,3.5,290.12,17.33,15.03,30.19,34.74,26.23
2016,6,19,97.06,1.91,107.56,18.43,6.53,30.51,35.84,26.49
2016,6,20,97.04,4.32,153.94,17.82,0.69,31.19,36.64,26.26
2016,6,21,97.07,3.66,183.88,17.58,0.94,32.11,38.11,26.35
2016,6,22,97.25,2.73,224.5,18.74,17.18,30.88,34.56,27.02
2016,6,23,97.2,2.51,275.94,19.53,6.15,30.62,34.44,27.69
2016,6,24,97.19,2.09,234.69,19.59,12.31,28.3,30.9,26.06
2016,6,25,97.21,3.76,263.25,18.55,3.4,28.87,33.89,25.56
2016,6,26,97.2,2.96,264.0,18.68,13.25,28.61,32.55,24.97
2016,6,27,97.04,3.09,266.94,19.29,12.49,29.01,33.62,25.16
2016,6,28,96.96,4.42,281.44,19.84,28.95,26.84,28.67,25.07
2016,6,29,96.94,2.73,225.44,20.26,22.15,28.91,33.19,24.43
2016,6,30,96.94,4.62,309.88,20.2,19.04,29.03,34.13,24.97
2016,7,1,96.9,6.5,274.62,19.41,7.65,27.79,31.26,25.19
2016,7,2,96.94,4.49,254.5,19.65,21.01,27.51,31.01,24.9
2016,7,3,97.01,4.66,243.31,20.26,22.67,27.32,30.1,24.88
2016,7,4,97.02,4.69,253.81,20.02,20.44,26.95,29.77,25.37
2016,7,5,97.04,5.77,266.62,18.92,15.82,26.69,29.78,24.45
2016,7,6,97.01,5.77,268.06,18.68,3.87,26.88,31.37,24.01
2016,7,7,97.0,7.56,273.38,18.74,14.94,26.5,30.2,24.49
2016,7,8,96.76,9.04,275.94,19.1,53.34,25.72,27.66,24.12
2016,7,9,96.55,9.27,269.25,19.29,47.81,25.94,28.78,24.24
2016,7,10,96.6,9.06,269.69,18.92,13.0,25.9,27.94,24.06
2016,7,11,96.56,8.73,279.44,20.02,40.51,26.43,29.33,24.57
2016,7,12,96.91,7.31,261.44,18.98,27.3,25.41,27.55,23.86
2016,7,13,97.08,4.51,256.75,18.98,0.87,26.73,30.48,23.33
2016,7,14,97.13,4.08,272.38,19.29,0.0,28.06,32.39,24.01
2016,7,15,97.19,4.27,274.31,19.23,0.85,27.44,30.65,24.97
2016,7,16,97.3,3.45,246.0,19.04,5.27,27.31,30.76,24.48
2016,7,17,97.56,3.38,217.75,18.68,6.77,26.79,29.95,23.65
2016,7,18,97.56,3.64,257.81,18.62,9.26,26.39,29.94,23.76
2016,7,19,97.48,4.16,274.38,18.49,3.2,25.79,28.67,23.42
2016,7,20,97.34,4.3,287.88,19.04,2.16,26.74,31.33,23.4
2016,7,21,97.2,3.58,295.38,19.78,11.59,26.88,30.78,24.12
2016,7,22,97.08,4.77,281.31,19.9,24.5,26.2,29.0,24.62
2016,7,23,97.11,3.88,256.19,19.41,9.9,26.37,30.06,23.97
2016,7,24,97.22,1.68,207.69,19.41,14.44,27.29,30.9,23.69
2016,7,25,97.3,2.52,188.19,19.96,19.65,26.94,30.51,24.36
2016,7,26,97.31,2.82,183.44,20.2,31.26,26.63,29.59,24.39
2016,7,27,97.37,4.28,192.56,19.9,26.39,26.75,30.32,24.03
2016,7,28,97.41,3.09,228.62,19.1,7.56,26.49,29.09,23.96
2016,7,29,97.31,1.88,256.0,19.1,7.0,26.32,29.2,23.4
2016,7,30,97.25,2.35,254.19,19.23,17.27,26.17,28.93,23.72
2016,7,31,97.24,3.35,257.81,19.47,29.63,25.85,28.65,23.95
2016,8,1,97.01,4.87,269.06,19.96,8.19,26.35,29.56,23.87
2016,8,2,96.77,4.62,271.38,19.1,7.08,25.72,28.63,23.79
2016,8,3,96.79,5.74,267.56,19.17,9.61,25.57,28.23,23.26
2016,8,4,96.89,5.66,264.56,19.47,9.29,26.14,29.72,23.3
2016,8,5,96.96,4.41,257.94,19.29,6.79,25.44,27.61,23.61
2016,8,6,96.95,5.41,258.25,19.53,12.62,25.94,28.69,23.63
2016,8,7,97.13,5.45,251.62,19.17,9.61,25.83,28.74,23.19
2016,8,8,97.28,5.04,252.56,18.92,2.45,26.28,30.02,22.9
2016,8,9,97.21,5.1,246.69,19.47,2.32,26.6,30.23,23.13
2016,8,10,97.32,4.35,244.62,19.04,4.13,25.64,28.49,23.7
2016,8,11,97.45,4.26,266.88,18.92,1.55,26.15,29.66,23.23
2016,8,12,97.44,4.09,274.94,18.68,0.48,25.73,29.57,23.24
2016,8,13,97.28,4.37,277.75,19.1,2.01,26.46,30.37,23.3
2016,8,14,97.23,5.23,285.19,19.29,36.81,26.3,30.03,23.54
2016,8,15,97.18,5.15,280.88,18.55,12.24,25.11,27.79,22.91
2016,8,16,97.04,5.95,287.88,18.49,0.09,26.09,30.51,22.79
2016,8,17,97.07,4.98,283.88,17.94,0.0,24.87,27.38,22.65
2016,8,18,97.11,5.26,282.69,18.01,0.0,25.82,29.9,22.98
2016,8,19,97.16,4.98,275.69,17.64,0.01,25.59,29.9,22.51
2016,8,20,97.25,4.01,267.06,17.46,0.57,25.65,30.39,21.7
2016,8,21,97.33,3.31,259.88,18.01,0.08,26.01,30.63,21.52
2016,8,22,97.38,2.84,264.56,18.01,0.31,26.39,30.33,22.66
2016,8,23,97.29,3.48,244.88,18.62,3.27,26.54,30.58,23.05
2016,8,24,97.29,2.66,260.56,18.74,1.52,27.09,30.94,23.64
2016,8,25,97.41,3.14,304.19,18.74,2.34,26.76,30.55,23.88
2016,8,26,97.36,3.56,308.19,18.68,0.96,26.59,31.01,22.97
2016,8,27,97.37,1.71,271.06,18.13,1.79,26.56,30.55,22.97
2016,8,28,97.44,1.48,202.06,19.23,10.91,27.62,31.27,23.58
2016,8,29,97.33,1.03,247.38,19.78,3.2,28.55,32.37,24.94
2016,8,30,97.24,2.7,305.12,20.32,9.74,27.36,30.8,24.61
2016,8,31,97.28,2.04,303.31,19.47,9.41,26.06,28.84,23.97
2016,9,1,97.36,2.88,271.38,19.04,5.87,26.24,30.19,23.0
2016,9,2,97.4,4.12,269.94,18.62,0.67,26.07,29.8,22.94
2016,9,3,97.39,3.79,276.06,18.55,0.16,26.2,29.81,23.55
2016,9,4,97.59,3.93,286.38,17.21,0.06,25.51,29.58,22.9
2016,9,5,97.65,4.17,291.88,17.03,0.02,25.34,30.03,21.88
2016,9,6,97.7,4.48,291.56,16.54,0.01,25.01,29.95,21.29
2016,9,7,97.63,4.19,292.38,16.54,0.58,24.8,29.6,20.88
2016,9,8,97.62,3.71,301.44,17.15,0.34,25.29,29.95,21.19
2016,9,9,97.66,3.76,300.06,18.13,0.17,25.33,28.94,22.37
2016,9,10,97.58,4.17,313.0,18.8,7.77,26.05,30.05,23.05
2016,9,11,97.44,3.92,304.25,18.62,4.32,25.46,28.41,23.19
2016,9,12,97.43,4.38,308.44,18.55,12.77,25.4,29.31,22.82
2016,9,13,97.46,3.36,225.38,19.04,21.96,25.14,27.58,23.1
2016,9,14,97.42,2.33,184.88,19.41,9.99,26.55,30.02,23.38
2016,9,15,97.32,2.63,44.44,19.9,12.98,26.59,29.8,23.85
2016,9,16,97.25,2.92,83.12,20.2,5.65,27.08,31.1,24.01
2016,9,17,97.29,1.78,172.5,19.53,10.73,27.23,31.42,23.96
2016,9,18,97.44,2.8,205.06,18.8,1.98,26.13,29.93,22.78
2016,9,19,97.41,2.14,246.44,19.17,4.48,26.48,30.5,23.12
2016,9,20,97.36,1.98,319.5,19.59,4.67,26.51,30.5,23.29
2016,9,21,97.44,2.18,75.06,19.78,3.41,26.88,30.65,24.01
2016,9,22,97.48,2.84,42.94,19.41,1.02,26.62,30.39,23.65
2016,9,23,97.23,2.6,30.81,19.53,4.68,26.33,29.56,23.75
2016,9,24,97.04,3.48,128.62,19.71,16.2,26.28,29.69,23.81
2016,9,25,97.11,3.35,237.38,19.59,22.95,25.81,28.69,23.94
2016,9,26,97.31,2.73,234.69,19.53,8.56,26.36,29.92,23.32
2016,9,27,97.42,2.98,330.75,19.47,7.94,26.24,29.19,24.12
2016,9,28,97.38,3.5,318.06,18.49,2.86,25.97,30.0,22.31
2016,9,29,97.32,3.6,317.62,18.37,7.77,25.39,28.9,22.33
2016,9,30,97.27,3.33,323.38,19.23,8.08,25.15,27.74,23.28
2016,10,1,97.33,3.76,109.06,19.59,5.56,26.22,29.79,23.79
2016,10,2,97.58,2.72,110.69,19.17,9.48,25.66,28.84,23.77
2016,10,3,97.59,2.3,158.06,19.04,0.27,26.23,30.3,22.78
2016,10,4,97.58,3.07,202.25,18.74,2.54,26.08,30.19,22.51
2016,10,5,97.52,3.07,249.69,18.68,5.81,25.41,28.76,23.09
2016,10,6,97.58,3.38,293.25,18.68,1.02,25.94,29.67,22.87
2016,10,7,97.59,3.1,302.75,18.86,3.51,25.98,29.61,23.05
2016,10,8,97.56,3.4,309.69,19.35,21.82,25.59,28.76,23.22
2016,10,9,97.53,3.77,317.31,18.37,1.05,25.81,30.05,22.95
2016,10,10,97.61,3.2,323.0,18.07,3.87,25.76,30.51,21.7
2016,10,11,97.69,3.51,319.06,17.33,0.19,25.4,31.01,21.14
2016,10,12,97.78,2.94,317.31,15.75,0.0,24.55,30.51,20.06
2016,10,13,97.94,2.25,325.12,12.7,0.0,23.3,29.14,17.7
2016,10,14,97.99,1.23,197.12,11.29,0.0,23.41,29.02,17.14
2016,10,15,98.01,1.5,172.75,12.08,0.0,23.82,29.42,18.49
2016,10,16,98.04,1.71,159.75,12.63,0.0,23.94,29.75,17.74
2016,10,17,97.97,1.48,156.25,11.84,0.0,23.88,29.49,17.74
2016,10,18,97.9,1.75,122.25,11.47,0.0,23.23,28.91,17.37
2016,10,19,97.81,1.85,300.81,11.96,0.0,23.09,29.39,16.78
2016,10,20,97.71,1.74,125.06,11.96,0.0,22.79,29.53,16.41
2016,10,21,97.81,1.55,171.38,11.47,0.0,23.03,29.14,16.66
2016,10,22,97.98,1.59,181.69,11.23,0.0,22.94,29.29,16.61
2016,10,23,97.99,1.84,292.88,12.21,0.0,22.9,29.37,16.38
2016,10,24,97.94,2.86,318.56,12.88,0.0,22.19,28.9,16.69
2016,10,25,97.89,2.86,318.69,12.51,0.0,21.98,28.54,16.08
2016,10,26,98.01,2.35,150.88,12.21,0.0,22.19,28.8,16.05
2016,10,27,98.19,2.99,51.69,11.72,0.0,21.11,28.47,15.55
2016,10,28,98.12,2.33,36.06,10.99,0.0,20.61,27.17,13.41
2016,10,29,98.06,2.64,34.69,12.76,0.0,21.76,28.4,15.97
2016,10,30,98.2,2.7,37.19,12.63,0.0,21.51,27.84,15.69
2016,10,31,98.43,2.46,37.31,11.29,0.0,20.87,27.44,14.75
2016,11,1,98.35,2.52,47.06,11.35,0.0,20.66,27.16,14.66
2016,11,2,98.29,2.5,38.69,11.66,0.0,20.69,27.16,14.41
2016,11,3,98.27,2.37,39.25,12.39,0.0,21.16,27.76,14.89
2016,11,4,98.03,2.65,93.25,13.18,0.0,22.04,27.93,16.58
2016,11,5,97.86,2.48,57.38,14.59,0.0,23.15,28.42,18.94
2016,11,6,98.05,2.13,57.62,10.38,0.0,22.33,28.16,16.83
2016,11,7,98.22,2.04,232.62,9.03,0.0,21.15,28.53,13.07
2016,11,8,98.27,1.29,178.81,9.22,0.0,21.21,28.37,14.18
2016,11,9,98.36,1.3,125.81,8.97,0.0,20.44,27.09,13.39
2016,11,10,98.28,1.58,103.81,8.0,0.0,18.83,26.27,11.25
2016,11,11,98.26,1.42,114.31,8.54,0.0,19.15,26.37,12.35
2016,11,12,98.37,1.73,69.56,9.22,0.0,19.0,25.88,11.65
2016,11,13,98.46,1.88,60.5,10.19,0.0,19.55,26.41,11.98
2016,11,14,98.38,1.73,59.19,11.05,0.0,20.33,26.79,13.59
2016,11,15,98.33,2.47,53.62,11.47,0.0,20.05,26.96,14.04
2016,11,16,98.4,2.88,55.75,10.93,0.0,19.51,27.01,13.51
2016,11,17,98.47,2.43,66.5,9.4,0.0,18.85,26.01,12.09
2016,11,18,98.34,2.09,64.94,9.22,0.0,18.71,26.05,10.96
2016,11,19,98.18,1.64,70.75,9.83,0.0,19.22,26.48,12.17
2016,11,20,98.22,1.45,84.06,10.13,0.0,19.73,27.06,11.96
2016,11,21,98.23,1.49,117.31,9.95,0.0,19.86,27.48,11.81
2016,11,22,98.19,1.8,119.31,9.46,0.0,19.76,27.65,12.23
2016,11,23,98.18,1.62,70.69,9.09,0.0,19.44,27.51,12.33
2016,11,24,98.26,2.07,73.06,9.22,0.0,19.37,27.25,11.26
2016,11,25,98.23,2.26,78.69,8.54,0.0,18.75,27.15,10.63
2016,11,26,98.22,2.07,212.75,8.0,0.0,19.73,28.85,11.44
2016,11,27,98.22,1.81,164.56,7.81,0.0,20.86,29.69,11.69
2016,11,28,98.21,2.11,78.62,8.36,0.0,19.88,28.89,11.34
