-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 03/31/2021 
Location: Latitude  21.4549   Longitude 80.1961 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 342.12 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,QV2M,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN
2016,3,10,97.24,1.66,232.5,7.69,0.0,29.49,37.6,22.76
2016,3,11,97.25,1.78,80.25,7.75,0.0,30.39,39.06,21.76
2016,3,12,97.06,3.1,165.88,8.42,1.96,31.28,39.32,24.89
2016,3,13,97.08,2.75,149.44,9.34,0.44,29.17,35.75,23.18
2016,3,14,97.18,2.23,141.19,11.6,5.65,27.67,34.4,21.93
2016,3,15,97.26,2.75,116.75,11.05,0.71,25.98,33.47,19.15
2016,3,16,97.26,2.55,106.06,9.03,0.72,26.23,34.34,17.86
2016,3,17,97.19,2.56,123.56,9.77,0.01,28.12,35.92,19.59
2016,3,18,97.03,2.7,215.69,10.8,0.0,30.55,38.19,22.41
2016,3,19,97.0,3.85,317.12,7.26,0.0,30.61,39.88,22.6
2016,3,20,97.05,3.83,314.5,5.62,0.0,30.12,39.9,21.36
2016,3,21,96.94,3.25,317.81,4.33,0.0,29.82,39.94,20.68
2016,3,22,96.94,3.68,141.31,4.33,0.0,29.44,39.32,20.55
2016,3,23,97.08,3.32,123.25,2.56,0.0,29.37,40.14,19.01
2016,3,24,97.3,2.7,76.56,2.44,0.0,30.3,40.92,18.73
2016,3,25,97.33,2.2,131.69,2.93,0.0,31.09,41.39,19.43
2016,3,26,97.19,2.28,144.94,3.85,0.0,31.96,41.78,21.83
2016,3,27,97.16,3.54,173.31,8.12,7.32,31.19,40.41,24.19
2016,3,28,97.28,3.02,159.56,11.84,3.63,28.65,36.76,21.8
2016,3,29,97.19,2.17,191.12,10.99,0.0,29.9,38.37,22.43
2016,3,30,97.18,1.5,170.38,8.61,0.0,30.37,38.28,21.14
2016,3,31,97.1,2.02,143.31,7.93,0.0,30.51,38.84,20.5
2016,4,1,96.82,1.55,265.0,5.92,0.0,32.26,41.37,23.05
2016,4,2,96.91,1.68,165.88,5.49,0.0,32.48,42.05,22.31
2016,4,3,97.03,1.95,212.75,7.39,0.0,33.85,42.34,26.64
2016,4,4,96.83,2.5,224.19,8.3,0.0,34.81,43.34,26.41
2016,4,5,96.84,2.61,238.12,8.85,0.06,34.57,41.74,27.79
2016,4,6,96.99,3.45,205.12,9.95,0.06,33.41,40.5,26.76
2016,4,7,96.99,2.59,255.75,9.64,0.14,32.92,39.65,25.82
2016,4,8,96.91,3.13,219.12,8.3,0.0,34.44,41.85,28.19
2016,4,9,96.98,3.82,225.56,8.61,0.02,34.03,41.74,26.33
2016,4,10,97.02,3.75,229.38,7.45,0.09,34.3,42.62,25.9
2016,4,11,96.91,3.09,296.5,7.02,0.03,35.1,43.23,25.79
2016,4,12,96.74,4.25,311.88,6.16,0.0,35.23,43.44,26.97
2016,4,13,96.61,4.28,256.19,4.82,0.0,34.05,42.79,25.61
2016,4,14,96.69,3.2,313.25,3.48,0.0,34.05,43.33,24.66
2016,4,15,96.75,2.34,279.88,3.85,0.0,35.05,44.98,25.39
2016,4,16,96.62,2.26,269.19,4.76,0.0,35.7,45.48,25.76
2016,4,17,96.62,1.77,231.25,7.69,0.0,36.15,44.49,28.26
2016,4,18,96.74,2.96,270.69,6.59,0.0,35.5,43.51,27.33
2016,4,19,96.79,2.67,236.5,7.93,0.0,36.48,44.15,28.37
2016,4,20,96.87,2.69,250.5,9.52,0.0,36.48,42.06,31.17
2016,4,21,96.65,4.17,272.25,7.14,0.04,37.04,44.75,29.8
2016,4,22,96.46,5.91,293.31,5.31,0.0,37.18,45.82,30.12
2016,4,23,96.37,5.91,301.81,6.23,0.0,34.99,43.37,26.44
2016,4,24,96.38,4.25,303.19,4.88,0.0,34.8,43.47,26.07
2016,4,25,96.53,3.2,280.62,6.16,0.0,35.39,43.81,26.38
2016,4,26,96.77,2.66,277.88,6.47,0.0,36.03,43.95,27.42
2016,4,27,96.73,2.6,257.69,8.06,0.03,36.16,43.81,28.8
2016,4,28,96.69,2.48,191.25,8.48,4.84,35.45,43.29,27.79
2016,4,29,96.75,3.68,194.31,9.95,0.74,35.76,43.51,29.17
2016,4,30,96.71,3.21,199.31,8.42,0.01,35.4,43.47,28.23
2016,5,1,96.59,3.32,270.69,5.92,0.11,35.29,44.92,26.17
2016,5,2,96.61,3.21,281.19,6.77,0.06,36.77,45.08,28.14
2016,5,3,96.76,3.48,150.25,10.25,0.17,34.15,40.53,28.09
2016,5,4,96.7,4.12,199.56,9.77,0.05,35.35,42.93,27.57
2016,5,5,96.82,4.19,198.19,9.34,1.96,34.54,41.3,28.19
2016,5,6,96.91,4.12,218.31,12.21,3.69,31.62,37.37,26.12
2016,5,7,96.88,2.17,222.75,12.02,0.01,32.17,38.29,25.78
2016,5,8,96.89,2.23,248.94,11.23,0.0,34.05,40.55,26.47
2016,5,9,96.84,1.98,228.81,11.96,0.91,35.34,42.01,27.66
2016,5,10,96.9,1.56,154.0,10.99,0.74,34.1,39.85,29.48
2016,5,11,96.75,1.54,234.12,10.74,0.01,35.5,41.82,28.58
2016,5,12,96.47,2.28,197.12,9.64,0.0,36.69,44.23,28.48
2016,5,13,96.46,2.36,272.62,8.61,0.13,37.49,44.92,29.18
2016,5,14,96.54,1.71,271.75,8.85,0.0,38.13,45.77,29.86
2016,5,15,96.58,4.02,221.56,10.13,0.0,37.9,46.0,30.06
2016,5,16,96.42,4.89,214.12,10.99,0.0,38.36,45.5,31.33
2016,5,17,96.26,5.15,195.25,11.47,0.0,38.08,45.06,31.04
2016,5,18,96.18,4.12,165.12,13.31,0.13,37.43,44.19,30.94
2016,5,19,96.16,4.12,132.56,11.96,0.0,36.69,42.86,30.46
2016,5,20,95.97,1.95,162.12,12.57,0.35,37.79,44.46,30.54
2016,5,21,95.9,5.3,278.31,10.07,3.18,39.35,46.96,31.39
2016,5,22,96.18,5.12,285.25,10.86,2.11,37.38,45.4,30.38
2016,5,23,96.28,5.0,293.81,11.54,0.01,37.22,44.92,30.32
2016,5,24,96.29,4.98,305.75,10.07,0.01,37.25,45.25,30.12
2016,5,25,96.22,6.02,289.69,10.07,0.85,36.83,43.78,30.62
2016,5,26,96.35,4.59,299.56,10.8,0.71,36.48,43.96,29.51
2016,5,27,96.39,5.65,298.62,11.17,0.15,37.66,44.76,31.01
2016,5,28,96.37,3.2,272.12,12.21,1.1,37.49,44.06,30.99
2016,5,29,96.3,3.06,242.81,11.84,0.75,37.06,43.82,30.05
2016,5,30,96.33,2.67,270.69,11.66,1.0,36.86,43.07,30.57
2016,5,31,96.43,2.62,198.0,10.8,0.0,37.4,43.97,30.32
2016,6,1,96.46,1.74,141.94,11.29,0.55,37.46,42.6,31.58
2016,6,2,96.33,1.82,78.44,10.8,0.05,38.74,45.25,32.09
2016,6,3,96.26,3.16,84.94,10.56,0.0,38.95,45.78,32.34
2016,6,4,96.35,3.92,109.0,13.24,0.07,37.37,44.11,30.74
2016,6,5,96.47,3.55,154.0,14.71,2.87,35.48,40.62,31.12
2016,6,6,96.47,2.84,195.5,15.14,0.72,34.58,39.72,28.95
2016,6,7,96.37,3.19,211.94,13.98,0.54,36.27,43.07,30.09
2016,6,8,96.34,4.15,214.56,15.01,1.95,34.92,42.25,29.05
2016,6,9,96.3,4.66,218.69,14.65,2.32,34.62,41.94,27.76
2016,6,10,96.29,4.41,233.0,14.04,0.55,36.08,43.0,28.98
2016,6,11,96.37,4.18,267.19,14.53,0.44,34.45,40.96,29.95
2016,6,12,96.28,4.03,262.81,14.83,2.83,35.3,41.78,29.43
2016,6,13,96.27,3.87,276.44,14.4,1.53,34.93,41.94,27.61
2016,6,14,96.2,4.9,281.88,13.37,0.01,35.6,42.14,28.93
2016,6,15,96.11,5.02,283.56,13.79,0.0,35.65,40.74,30.8
2016,6,16,96.08,3.74,297.69,13.73,1.25,35.72,40.73,31.37
2016,6,17,96.16,1.81,213.44,15.75,10.47,32.48,36.1,26.94
2016,6,18,96.3,2.62,200.75,17.4,3.23,29.58,34.93,25.41
2016,6,19,96.34,2.55,140.75,18.13,3.19,30.39,36.08,25.8
2016,6,20,96.34,3.96,175.44,17.7,2.08,31.04,36.91,25.98
2016,6,21,96.35,3.99,190.62,16.78,0.0,32.0,38.01,26.18
2016,6,22,96.49,3.77,209.0,17.64,6.19,31.2,35.98,27.32
2016,6,23,96.45,2.24,250.38,19.35,8.02,30.03,34.37,26.8
2016,6,24,96.39,1.98,267.44,19.04,16.22,28.16,31.45,25.9
2016,6,25,96.4,1.91,259.0,18.92,2.42,29.38,34.87,25.06
2016,6,26,96.38,1.81,237.38,18.8,7.67,30.08,34.58,26.22
2016,6,27,96.26,2.2,256.12,19.41,13.6,28.73,32.69,25.51
2016,6,28,96.13,2.54,180.56,20.81,28.53,29.28,33.48,25.88
2016,6,29,96.17,2.51,126.94,20.2,1.28,30.18,35.6,25.63
2016,6,30,96.12,2.09,158.38,20.14,10.56,30.99,35.73,26.77
2016,7,1,96.01,3.1,285.19,21.55,14.34,29.3,32.77,26.49
2016,7,2,96.11,3.61,249.94,20.87,33.73,27.4,30.08,25.57
2016,7,3,96.18,5.27,238.12,20.32,20.94,27.01,29.65,24.87
2016,7,4,96.19,4.25,241.56,19.9,11.81,26.53,29.12,24.65
2016,7,5,96.12,6.4,250.38,19.41,24.0,26.0,29.42,24.44
2016,7,6,96.12,6.14,251.5,19.17,9.5,26.58,30.59,24.12
2016,7,7,96.02,6.97,267.56,20.2,37.16,26.4,29.3,24.36
2016,7,8,95.75,6.79,290.81,20.57,38.06,26.01,28.09,23.78
2016,7,9,95.65,2.59,287.94,21.24,31.9,26.94,28.76,25.3
2016,7,10,95.68,2.75,201.88,20.69,12.0,27.7,32.07,24.53
2016,7,11,95.69,1.66,196.12,21.3,19.17,28.4,32.12,24.98
2016,7,12,95.98,6.42,245.0,20.02,16.28,26.18,28.9,23.47
2016,7,13,96.26,4.95,240.19,18.98,1.04,25.93,29.28,22.55
2016,7,14,96.32,4.23,260.25,19.78,0.25,27.4,31.42,23.98
2016,7,15,96.37,3.5,259.44,20.02,4.93,26.55,29.07,24.25
2016,7,16,96.5,4.12,241.0,19.23,2.89,26.44,29.87,23.99
2016,7,17,96.77,4.0,223.81,19.35,11.06,26.32,30.44,23.34
2016,7,18,96.76,3.3,240.38,18.74,9.93,25.25,27.58,23.52
2016,7,19,96.62,4.56,253.75,18.8,1.47,25.53,28.79,23.05
2016,7,20,96.51,2.95,284.5,19.84,8.79,27.01,31.01,23.48
2016,7,21,96.39,2.0,259.19,20.45,20.0,27.8,31.35,24.42
2016,7,22,96.28,2.54,155.31,20.69,22.18,27.79,31.48,24.95
2016,7,23,96.3,1.27,113.38,20.14,13.69,27.2,30.47,24.34
2016,7,24,96.44,2.86,229.62,20.08,3.77,26.9,30.24,24.58
2016,7,25,96.57,2.92,198.75,19.96,11.51,26.2,29.1,24.2
2016,7,26,96.62,3.68,175.56,19.71,6.36,25.87,28.72,23.9
2016,7,27,96.63,5.07,187.44,19.65,3.97,26.35,30.1,23.8
2016,7,28,96.63,4.46,212.0,19.23,2.32,26.07,29.71,23.48
2016,7,29,96.54,2.63,228.62,19.23,5.08,25.92,29.02,23.21
2016,7,30,96.46,2.5,230.81,19.47,7.75,26.47,30.1,23.31
2016,7,31,96.43,2.91,245.62,19.41,6.84,25.83,28.83,23.64
2016,8,1,96.17,3.73,237.88,19.96,6.95,26.16,29.31,23.69
2016,8,2,95.89,4.46,261.62,19.41,12.34,25.29,27.33,23.8
2016,8,3,95.9,5.14,256.75,18.98,19.81,25.25,28.38,23.24
2016,8,4,95.98,5.12,252.31,19.9,8.88,25.77,28.17,23.56
2016,8,5,96.04,5.7,256.38,19.78,33.82,25.38,27.65,23.73
2016,8,6,96.04,6.05,245.0,19.53,35.92,24.94,26.52,23.88
2016,8,7,96.25,5.87,242.12,19.04,16.19,24.76,26.46,23.36
2016,8,8,96.44,4.61,239.44,19.1,1.75,25.62,28.52,23.19
2016,8,9,96.38,4.87,236.38,19.71,4.85,26.12,29.44,23.33
2016,8,10,96.49,4.89,234.69,19.23,2.24,25.4,27.91,23.95
2016,8,11,96.62,4.41,247.81,19.1,1.88,25.4,28.15,23.56
2016,8,12,96.57,3.72,267.19,19.1,1.02,25.44,28.36,23.19
2016,8,13,96.41,4.27,264.19,19.65,3.28,25.62,28.42,23.27
2016,8,14,96.34,4.76,280.31,19.9,33.17,26.3,29.34,23.96
2016,8,15,96.26,4.62,278.69,19.41,27.4,25.38,28.37,23.46
2016,8,16,96.14,4.49,287.88,19.17,0.91,25.24,27.8,23.1
2016,8,17,96.16,4.93,284.75,18.74,0.19,25.17,28.19,22.98
2016,8,18,96.21,4.76,280.06,18.62,1.29,25.58,29.3,22.99
2016,8,19,96.29,4.87,248.31,17.88,1.55,24.63,27.82,22.38
2016,8,20,96.46,4.19,237.56,17.82,1.18,24.82,28.97,21.21
2016,8,21,96.55,3.32,234.06,17.88,0.09,25.15,29.07,21.35
2016,8,22,96.57,3.4,250.44,18.31,2.54,25.51,29.32,22.57
2016,8,23,96.49,3.71,233.5,18.86,8.15,25.62,29.5,22.54
2016,8,24,96.51,2.86,221.19,18.98,1.88,26.08,29.96,23.19
2016,8,25,96.61,2.36,314.38,19.41,5.72,26.34,29.62,23.48
2016,8,26,96.54,1.97,254.19,19.84,22.2,26.83,30.59,23.28
2016,8,27,96.6,1.26,116.31,19.9,12.94,27.25,30.93,24.34
2016,8,28,96.68,2.37,145.31,20.32,0.35,27.34,31.24,24.3
2016,8,29,96.58,1.49,240.69,20.51,4.54,28.09,31.55,25.01
2016,8,30,96.44,1.79,290.56,20.87,10.36,26.86,29.71,25.19
2016,8,31,96.48,2.95,243.31,20.39,14.79,26.13,28.44,24.49
2016,9,1,96.55,2.6,248.75,19.41,1.32,26.46,29.98,23.42
2016,9,2,96.54,3.95,263.5,19.47,8.4,26.13,29.87,23.44
2016,9,3,96.55,3.23,273.94,19.29,4.93,25.83,29.31,23.58
2016,9,4,96.74,3.38,278.44,18.13,0.74,25.41,29.01,22.54
2016,9,5,96.79,3.32,292.94,17.4,0.18,25.04,29.61,21.23
2016,9,6,96.82,3.79,293.75,17.27,0.07,25.1,29.36,22.18
2016,9,7,96.76,3.64,296.5,17.09,0.02,25.02,29.58,20.99
2016,9,8,96.78,3.04,302.75,18.01,0.02,25.16,28.85,21.83
2016,9,9,96.8,3.2,320.62,18.92,2.4,26.09,30.33,22.58
2016,9,10,96.77,2.43,197.19,19.29,12.25,25.95,29.04,23.34
2016,9,11,96.6,2.7,166.69,19.9,14.52,25.67,28.91,23.75
2016,9,12,96.61,3.36,223.56,19.53,26.82,25.73,29.15,23.29
2016,9,13,96.68,3.18,78.44,19.41,14.61,25.62,28.56,23.69
2016,9,14,96.67,2.37,84.06,19.41,4.73,26.48,30.67,23.01
2016,9,15,96.6,2.81,79.12,19.41,0.49,26.4,30.47,23.27
2016,9,16,96.55,2.64,82.5,19.71,0.55,26.51,30.38,23.44
2016,9,17,96.56,1.76,186.62,19.96,2.71,26.79,30.39,23.91
2016,9,18,96.68,1.94,220.44,19.53,4.78,26.33,29.48,23.84
2016,9,19,96.66,1.41,209.75,19.04,3.62,26.33,30.06,23.05
2016,9,20,96.59,1.04,250.62,19.23,1.7,26.63,30.47,22.99
2016,9,21,96.72,2.07,74.31,19.71,1.93,26.44,29.82,23.93
2016,9,22,96.76,2.85,68.81,19.1,0.71,26.19,30.13,23.07
2016,9,23,96.5,2.72,65.0,19.1,0.55,26.13,30.12,23.05
2016,9,24,96.32,3.16,54.44,19.17,2.48,25.87,29.51,23.08
2016,9,25,96.39,2.78,46.38,19.35,33.98,24.96,27.15,23.28
2016,9,26,96.57,2.59,34.56,19.04,16.7,25.05,27.87,22.59
2016,9,27,96.63,2.38,91.25,19.47,7.32,25.87,28.91,23.33
2016,9,28,96.53,3.66,293.81,19.29,7.79,25.55,28.83,23.28
2016,9,29,96.48,3.79,197.81,18.62,8.79,24.49,26.8,23.13
2016,9,30,96.49,3.17,42.56,19.35,8.72,25.21,28.35,22.8
2016,10,1,96.64,3.68,79.12,19.47,2.25,25.89,29.76,23.38
2016,10,2,96.88,2.96,102.5,19.1,4.32,25.28,28.53,23.46
2016,10,3,96.88,2.48,169.0,18.86,0.12,25.71,29.69,22.47
2016,10,4,96.85,2.63,198.06,18.8,0.01,25.76,29.57,22.63
2016,10,5,96.73,2.07,214.56,19.17,2.36,25.94,29.83,22.33
2016,10,6,96.77,2.2,297.69,19.1,5.17,25.65,28.92,23.47
2016,10,7,96.78,1.49,247.31,19.04,11.82,26.35,29.8,22.78
2016,10,8,96.77,1.51,137.06,19.04,16.64,26.22,29.72,22.95
2016,10,9,96.72,3.11,345.44,18.49,4.11,25.44,29.53,22.36
2016,10,10,96.81,2.83,344.56,16.91,2.26,24.84,30.04,19.51
2016,10,11,96.88,3.02,336.81,16.85,0.07,24.94,30.65,20.37
2016,10,12,96.98,2.46,321.19,14.59,0.0,23.97,30.32,18.7
2016,10,13,97.14,2.0,307.94,12.02,0.0,22.86,29.25,16.41
2016,10,14,97.2,1.55,226.69,12.51,0.0,23.08,29.23,16.65
2016,10,15,97.24,1.22,196.69,12.63,0.0,24.01,29.33,18.85
2016,10,16,97.27,1.2,122.69,11.66,0.0,24.13,29.31,18.65
2016,10,17,97.2,1.76,61.31,11.35,0.0,23.01,28.88,17.21
2016,10,18,97.11,1.98,32.56,11.29,0.0,22.83,28.57,15.92
2016,10,19,97.03,1.51,240.94,11.05,0.0,22.98,28.8,17.36
2016,10,20,96.95,1.43,52.19,10.86,0.0,22.63,28.64,16.86
2016,10,21,97.03,1.62,46.5,10.99,0.0,22.46,28.86,16.23
2016,10,22,97.19,1.05,148.44,10.68,0.0,23.14,28.94,17.17
2016,10,23,97.21,1.27,283.31,10.86,0.0,22.94,28.87,16.72
2016,10,24,97.12,2.16,320.25,12.27,0.0,22.24,28.72,16.08
2016,10,25,97.07,2.35,339.31,12.57,0.0,22.25,28.54,15.79
2016,10,26,97.23,2.66,66.19,12.27,0.0,21.87,28.47,16.44
2016,10,27,97.42,3.14,37.25,11.05,0.0,20.31,27.95,14.54
2016,10,28,97.35,2.53,37.88,10.99,0.0,20.39,27.76,13.44
2016,10,29,97.31,2.62,39.19,12.27,0.0,21.46,28.25,15.4
2016,10,30,97.46,2.55,44.38,11.9,0.0,21.1,27.36,15.94
2016,10,31,97.67,2.23,51.94,11.6,0.0,20.68,27.26,14.62
2016,11,1,97.58,2.43,49.44,11.54,0.0,20.53,27.08,14.48
2016,11,2,97.54,2.29,65.44,11.72,0.0,20.85,27.03,14.84
2016,11,3,97.52,2.21,57.88,12.02,0.0,21.51,27.97,15.41
2016,11,4,97.26,2.82,34.44,14.04,0.0,21.98,27.94,16.58
2016,11,5,97.09,2.64,25.56,14.71,0.0,23.07,28.39,18.99
2016,11,6,97.26,2.4,58.56,10.01,0.0,22.24,28.48,16.91
2016,11,7,97.42,2.39,167.62,8.97,0.0,21.05,29.29,14.0
2016,11,8,97.49,1.91,92.62,8.67,0.0,20.52,28.72,14.2
2016,11,9,97.56,2.09,162.62,7.63,0.0,19.05,27.61,11.75
2016,11,10,97.48,2.06,88.19,7.26,0.0,18.62,27.33,10.41
2016,11,11,97.48,1.95,84.19,8.0,0.0,18.95,27.19,11.82
2016,11,12,97.6,1.22,82.62,8.18,0.0,19.62,27.08,12.46
2016,11,13,97.68,1.65,76.62,9.4,0.0,20.03,27.73,13.09
2016,11,14,97.6,1.53,57.94,10.25,0.0,21.05,28.56,14.04
2016,11,15,97.56,2.27,63.94,9.58,0.0,20.48,28.59,14.4
2016,11,16,97.64,2.8,61.88,9.22,0.0,19.99,28.87,13.7
2016,11,17,97.68,2.52,59.44,8.06,0.0,19.32,27.95,12.04
2016,11,18,97.55,2.19,60.0,7.93,0.0,19.4,28.76,11.43
2016,11,19,97.39,1.31,107.69,8.18,0.0,19.93,29.13,12.48
2016,11,20,97.44,0.72,134.31,8.06,0.0,21.17,30.05,13.55
2016,11,21,97.45,1.3,46.25,7.63,0.0,20.99,29.55,13.29
2016,11,22,97.41,1.99,54.44,7.51,0.0,20.13,29.82,12.25
2016,11,23,97.4,1.52,71.38,7.39,0.0,20.1,29.73,12.4
2016,11,24,97.48,2.27,54.56,7.51,0.0,19.77,29.98,11.76
2016,11,25,97.43,2.2,40.5,6.71,0.0,20.26,30.37,11.25
2016,11,26,97.41,2.39,138.88,7.02,0.0,20.56,31.02,12.2
2016,11,27,97.42,3.45,155.81,7.14,0.0,20.09,31.8,11.54
2016,11,28,97.42,2.48,31.06,7.02,0.0,20.24,31.23,11.57
