-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2016 through 03/31/2021 
Location: Latitude  20.1849   Longitude 79.9948 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 238.17 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WD10M,QV2M,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN
2016,3,10,98.4,2.36,195.12,8.24,0.0,30.62,38.51,21.94
2016,3,11,98.43,1.57,160.31,8.12,0.0,30.39,37.72,23.11
2016,3,12,98.24,3.79,171.19,8.67,0.12,30.77,38.68,24.58
2016,3,13,98.2,3.03,181.56,9.28,0.38,30.3,38.37,22.65
2016,3,14,98.31,2.72,207.62,12.27,1.21,30.17,36.74,24.15
2016,3,15,98.36,2.07,175.62,12.7,4.79,29.3,36.3,22.24
2016,3,16,98.35,1.91,116.69,13.18,1.79,28.53,35.9,21.88
2016,3,17,98.28,2.75,122.06,12.51,0.02,30.29,37.69,23.47
2016,3,18,98.18,2.35,188.94,12.21,0.0,32.01,39.47,24.05
2016,3,19,98.17,2.72,270.5,9.16,0.0,31.69,40.46,24.04
2016,3,20,98.21,3.24,321.81,6.71,0.0,31.19,40.69,22.76
2016,3,21,98.11,3.58,308.94,4.64,0.0,30.48,40.65,21.91
2016,3,22,98.05,2.67,209.12,4.39,0.0,30.1,40.79,19.08
2016,3,23,98.18,2.78,151.19,3.72,0.0,31.06,41.42,20.76
2016,3,24,98.4,2.86,69.25,3.3,0.0,30.54,41.9,19.9
2016,3,25,98.46,2.03,142.0,6.41,0.0,31.82,41.39,20.62
2016,3,26,98.35,2.51,165.06,8.85,0.0,32.12,41.61,23.01
2016,3,27,98.28,3.05,174.44,9.7,0.88,32.61,41.19,24.31
2016,3,28,98.44,2.91,156.12,12.08,7.41,30.62,38.25,23.76
2016,3,29,98.35,3.24,187.44,11.84,0.07,31.12,39.59,22.96
2016,3,30,98.33,2.69,179.12,11.35,0.69,32.01,40.28,24.01
2016,3,31,98.22,2.38,175.56,10.8,0.02,32.55,40.34,24.28
2016,4,1,98.01,2.68,204.44,8.54,0.02,32.51,41.54,23.53
2016,4,2,98.09,2.07,210.12,7.63,0.0,32.55,41.91,22.89
2016,4,3,98.18,3.35,182.44,9.64,0.0,33.76,42.73,25.22
2016,4,4,98.0,3.66,190.56,8.97,0.0,34.7,43.56,26.16
2016,4,5,98.01,3.59,182.81,9.4,0.27,33.35,39.37,27.94
2016,4,6,98.2,1.73,208.81,11.17,3.94,32.08,37.55,26.09
2016,4,7,98.13,1.91,234.56,11.11,0.17,32.98,40.4,25.69
2016,4,8,98.08,2.65,198.81,9.52,0.0,33.45,41.83,24.94
2016,4,9,98.15,3.91,187.12,9.52,0.0,33.54,42.24,25.41
2016,4,10,98.23,3.65,191.62,8.06,0.0,33.62,42.36,24.87
2016,4,11,98.09,2.69,213.62,8.67,0.0,34.83,43.42,25.57
2016,4,12,97.91,1.74,241.81,7.63,0.0,36.14,43.98,28.64
2016,4,13,97.78,1.72,260.31,6.96,0.0,35.17,43.04,26.81
2016,4,14,97.83,2.12,203.25,4.64,0.0,35.04,44.23,24.38
2016,4,15,97.93,2.17,204.0,8.85,0.0,35.59,44.32,25.65
2016,4,16,97.83,3.56,194.12,9.77,0.0,36.13,44.42,27.55
2016,4,17,97.79,4.42,205.75,11.05,0.0,36.4,43.12,29.61
2016,4,18,97.91,3.46,218.19,10.5,0.0,36.4,43.61,29.43
2016,4,19,98.0,3.02,188.25,10.13,0.0,35.37,42.88,28.44
2016,4,20,98.03,3.71,225.81,10.13,0.0,36.53,44.19,28.14
2016,4,21,97.78,2.7,274.5,8.06,0.0,37.54,45.8,29.55
2016,4,22,97.68,2.84,279.25,6.84,0.0,36.91,45.57,29.54
2016,4,23,97.57,4.78,303.38,6.16,0.0,35.86,44.51,27.17
2016,4,24,97.54,3.62,303.06,6.77,0.0,35.8,44.22,27.62
2016,4,25,97.68,2.3,198.69,6.41,0.0,36.15,44.58,26.69
2016,4,26,97.95,2.91,181.81,12.82,1.99,36.03,43.16,29.01
2016,4,27,97.9,4.05,189.5,11.6,2.98,36.42,44.44,28.86
2016,4,28,97.9,2.42,195.44,10.93,2.66,34.36,40.09,28.82
2016,4,29,97.99,3.72,145.88,11.05,0.3,33.43,39.95,29.23
2016,4,30,97.9,2.88,182.81,10.74,0.39,35.37,43.75,26.62
2016,5,1,97.82,3.65,202.56,10.13,0.32,35.86,44.09,28.05
2016,5,2,97.8,2.12,208.94,8.91,0.02,36.65,44.7,28.61
2016,5,3,97.89,2.83,141.62,11.78,2.28,34.73,41.4,29.75
2016,5,4,97.88,4.05,185.38,11.11,0.62,35.07,43.02,27.55
2016,5,5,98.0,3.97,184.31,11.47,3.0,33.69,40.97,26.39
2016,5,6,98.11,3.62,212.94,15.32,11.19,30.09,35.34,25.84
2016,5,7,98.05,1.48,239.38,14.47,0.05,31.91,38.39,24.95
2016,5,8,98.07,2.8,207.19,13.61,0.35,32.96,39.69,25.84
2016,5,9,98.03,2.8,203.75,13.18,0.52,33.18,40.98,25.33
2016,5,10,98.03,1.65,233.81,12.94,0.49,33.9,41.32,26.23
2016,5,11,97.91,2.63,212.81,12.27,0.07,35.25,42.53,27.51
2016,5,12,97.65,2.53,204.56,12.15,0.04,36.47,43.79,28.66
2016,5,13,97.64,4.1,202.75,12.7,0.43,37.16,44.62,29.63
2016,5,14,97.73,3.29,181.69,12.27,0.26,37.76,45.83,29.87
2016,5,15,97.83,5.52,197.94,13.55,0.13,37.04,44.78,29.26
2016,5,16,97.66,5.23,188.5,13.31,0.0,36.89,44.05,29.47
2016,5,17,97.5,5.59,182.06,13.67,0.02,36.3,43.75,29.07
2016,5,18,97.34,4.09,134.0,13.79,0.21,36.23,44.2,29.3
2016,5,19,97.32,3.29,97.25,12.51,0.05,34.65,40.7,29.34
2016,5,20,97.11,2.25,201.44,13.31,0.1,37.21,44.51,29.46
2016,5,21,97.15,5.73,270.12,11.35,1.65,38.32,46.61,31.06
2016,5,22,97.4,4.84,282.75,10.74,0.5,37.62,45.6,31.07
2016,5,23,97.49,5.51,284.94,10.68,0.0,37.31,44.69,31.32
2016,5,24,97.44,5.36,300.75,11.41,0.0,38.16,45.69,31.19
2016,5,25,97.38,5.81,301.62,10.01,0.06,37.77,44.97,31.45
2016,5,26,97.5,4.37,298.56,10.38,0.25,37.29,44.54,30.39
2016,5,27,97.55,4.95,298.94,10.74,0.1,38.51,45.4,31.94
2016,5,28,97.55,3.85,297.94,11.78,0.54,37.8,44.08,31.27
2016,5,29,97.44,4.0,294.88,10.99,0.28,37.96,44.55,30.41
2016,5,30,97.48,2.66,249.0,12.21,2.51,37.26,43.6,31.08
2016,5,31,97.52,1.99,137.88,11.23,0.0,38.08,44.65,31.23
2016,6,1,97.56,1.52,189.44,12.15,0.01,38.3,44.72,32.23
2016,6,2,97.51,3.05,150.25,14.16,0.67,37.34,44.4,31.23
2016,6,3,97.47,3.61,132.81,15.01,0.58,36.23,44.11,29.31
2016,6,4,97.55,3.88,146.5,15.75,5.13,34.05,39.73,29.23
2016,6,5,97.69,3.67,174.88,17.09,1.5,31.5,35.8,28.36
2016,6,6,97.69,2.28,216.12,16.85,2.65,31.81,36.85,26.73
2016,6,7,97.65,3.06,184.81,17.33,3.14,31.83,37.61,26.78
2016,6,8,97.62,3.88,205.88,18.07,2.24,30.86,36.07,26.65
2016,6,9,97.59,4.74,195.75,16.6,0.83,31.98,38.51,26.07
2016,6,10,97.57,3.91,217.12,15.93,0.33,33.3,39.69,26.85
2016,6,11,97.55,3.83,239.69,15.81,2.72,34.12,41.67,27.12
2016,6,12,97.58,3.99,238.75,18.37,13.91,31.61,37.03,26.93
2016,6,13,97.54,3.67,248.56,17.46,4.22,31.83,38.47,26.51
2016,6,14,97.47,4.04,255.88,16.78,0.08,32.63,39.25,26.74
2016,6,15,97.33,4.76,277.0,15.75,0.05,33.71,39.73,28.93
2016,6,16,97.28,4.02,279.25,15.14,0.11,34.26,40.4,29.53
2016,6,17,97.36,2.23,214.44,16.54,8.95,31.25,37.27,25.65
2016,6,18,97.49,2.23,243.0,17.88,4.97,29.1,34.38,25.19
2016,6,19,97.47,1.85,148.81,17.46,2.26,30.3,35.85,25.08
2016,6,20,97.51,4.3,166.19,17.46,0.36,30.73,36.61,25.6
2016,6,21,97.54,3.85,182.19,17.15,0.0,31.46,37.65,25.68
2016,6,22,97.66,2.35,200.44,18.13,6.89,31.45,36.19,26.8
2016,6,23,97.59,2.13,222.06,18.19,6.62,31.32,36.73,26.16
2016,6,24,97.55,1.87,245.19,19.78,15.38,28.78,31.98,26.14
2016,6,25,97.58,2.27,277.25,19.23,10.49,29.21,34.26,25.17
2016,6,26,97.61,2.52,236.62,19.1,16.75,28.02,31.69,25.42
2016,6,27,97.46,2.09,243.56,19.47,18.06,27.47,30.66,24.54
2016,6,28,97.31,3.17,302.38,20.81,49.76,27.37,30.08,25.35
2016,6,29,97.3,2.2,147.0,20.57,20.13,28.84,33.54,24.51
2016,6,30,97.26,2.89,269.06,21.06,17.96,29.1,33.21,25.9
2016,7,1,97.25,5.19,274.56,20.32,15.5,27.8,31.58,25.28
2016,7,2,97.36,3.7,246.81,20.14,30.15,26.79,29.43,24.62
2016,7,3,97.46,4.1,223.94,20.14,28.39,26.9,29.68,24.85
2016,7,4,97.46,4.56,228.0,19.9,14.27,26.63,29.94,24.98
2016,7,5,97.43,4.85,254.81,19.53,13.95,27.03,30.97,24.55
2016,7,6,97.41,4.27,254.88,19.35,2.84,27.37,31.93,24.32
2016,7,7,97.38,5.77,258.44,19.35,16.14,26.07,29.33,24.54
2016,7,8,97.11,7.59,263.44,19.47,68.12,25.44,26.89,24.3
2016,7,9,96.93,8.04,259.94,19.29,46.77,25.37,28.27,23.55
2016,7,10,97.01,7.53,257.75,19.1,23.57,25.28,26.79,23.48
2016,7,11,96.95,7.05,258.31,20.14,31.59,26.08,28.64,23.9
2016,7,12,97.36,6.02,256.0,19.17,37.15,25.56,27.63,23.86
2016,7,13,97.52,3.75,236.06,19.47,0.78,26.56,29.98,23.8
2016,7,14,97.54,3.24,255.69,19.59,0.08,27.76,31.31,24.19
2016,7,15,97.6,3.09,254.0,19.84,6.08,26.82,29.42,24.55
2016,7,16,97.74,2.8,224.88,19.59,5.66,26.43,29.09,24.27
2016,7,17,98.0,3.02,202.25,19.29,2.62,26.57,29.86,23.92
2016,7,18,97.97,3.02,231.31,18.92,8.22,26.15,29.19,23.54
2016,7,19,97.88,3.12,259.94,18.92,4.38,25.75,28.76,23.61
2016,7,20,97.72,3.15,281.62,19.78,5.32,26.53,30.17,24.02
2016,7,21,97.57,3.05,293.81,20.45,25.36,26.83,30.31,24.39
2016,7,22,97.39,4.09,276.5,20.57,31.96,26.09,28.3,24.67
2016,7,23,97.53,4.04,232.88,19.35,16.38,25.67,27.98,23.89
2016,7,24,97.65,2.03,194.88,19.35,5.5,26.72,30.46,23.41
2016,7,25,97.74,2.59,185.62,19.71,17.48,26.61,30.08,23.92
2016,7,26,97.81,3.95,174.25,19.65,18.88,26.11,29.23,23.92
2016,7,27,97.84,4.1,179.44,19.78,11.33,26.69,30.62,24.05
2016,7,28,97.83,2.77,210.88,19.65,7.14,26.8,30.43,23.37
2016,7,29,97.71,1.73,219.38,19.78,18.6,26.65,29.15,24.29
2016,7,30,97.66,1.52,243.06,19.78,39.63,26.18,28.48,24.01
2016,7,31,97.65,2.5,242.62,19.65,20.23,25.51,27.74,23.95
2016,8,1,97.43,3.42,250.94,19.65,4.36,25.69,28.44,23.67
2016,8,2,97.15,3.89,261.94,19.47,6.38,25.98,29.12,24.08
2016,8,3,97.2,4.63,263.81,19.29,10.42,25.69,28.58,23.43
2016,8,4,97.29,4.84,253.62,19.84,12.82,26.27,29.33,23.69
2016,8,5,97.35,4.23,255.44,19.53,20.26,25.7,27.94,23.87
2016,8,6,97.36,4.8,247.88,19.96,22.42,26.43,29.51,23.83
2016,8,7,97.57,4.66,238.56,19.35,8.47,25.88,28.88,23.47
2016,8,8,97.72,3.87,236.5,19.23,1.18,26.33,29.79,23.4
2016,8,9,97.65,3.95,240.06,19.59,1.84,26.65,30.12,23.73
2016,8,10,97.75,3.64,241.31,19.29,0.94,26.19,29.15,24.03
2016,8,11,97.87,3.05,254.88,19.1,0.42,26.19,28.76,23.81
2016,8,12,97.83,3.38,276.0,19.04,0.5,26.11,29.49,23.87
2016,8,13,97.67,3.57,266.12,19.29,0.72,26.63,30.5,23.24
2016,8,14,97.6,4.05,279.0,19.71,15.35,26.55,30.03,24.05
2016,8,15,97.54,4.41,277.5,18.86,7.33,25.58,28.58,23.88
2016,8,16,97.39,4.84,284.19,18.86,2.38,26.12,29.75,23.44
2016,8,17,97.42,4.27,283.06,18.13,0.01,24.93,27.28,23.49
2016,8,18,97.48,4.27,274.81,18.25,0.12,25.64,29.12,23.04
2016,8,19,97.56,3.55,263.25,18.07,0.01,26.01,30.69,22.68
2016,8,20,97.68,2.78,271.5,17.58,0.04,26.59,31.06,22.04
2016,8,21,97.74,2.35,261.94,18.07,0.16,27.05,31.19,22.48
2016,8,22,97.79,1.98,273.38,18.25,2.17,26.87,30.58,24.01
2016,8,23,97.72,2.62,225.12,18.62,1.82,26.49,30.34,23.13
2016,8,24,97.7,2.23,249.12,18.37,0.16,27.52,31.44,23.33
2016,8,25,97.77,2.23,309.19,19.29,13.68,27.2,30.95,24.41
2016,8,26,97.7,2.69,312.5,19.41,2.9,26.82,31.05,23.26
2016,8,27,97.72,2.5,304.06,19.47,7.28,26.2,29.82,24.36
2016,8,28,97.85,1.83,213.88,19.04,4.54,27.75,31.82,23.1
2016,8,29,97.72,0.68,242.5,19.65,1.6,28.86,31.87,25.37
2016,8,30,97.6,1.55,294.94,20.45,20.19,28.22,32.26,25.0
2016,8,31,97.64,2.6,271.69,19.96,11.51,26.55,28.94,24.39
2016,9,1,97.77,2.3,252.94,19.41,6.77,26.68,30.73,23.37
2016,9,2,97.79,3.16,262.75,19.41,4.54,26.29,30.02,23.51
2016,9,3,97.79,3.07,263.19,18.98,3.7,25.66,28.61,23.68
2016,9,4,97.97,2.86,264.25,18.13,1.88,25.19,28.6,22.65
2016,9,5,98.02,3.24,280.06,17.33,0.17,25.05,29.26,21.77
2016,9,6,98.06,3.72,288.75,17.03,0.09,25.12,29.42,22.04
2016,9,7,97.99,3.53,289.31,16.97,0.08,25.06,29.58,21.1
2016,9,8,97.98,2.95,296.5,17.64,0.37,25.49,29.79,21.61
2016,9,9,98.0,3.24,296.5,18.8,5.57,25.65,29.33,22.95
2016,9,10,97.92,3.07,218.0,19.17,31.28,26.14,30.49,23.62
2016,9,11,97.78,3.17,295.44,19.41,28.65,25.45,28.38,23.61
2016,9,12,97.7,3.76,314.81,19.71,31.48,25.69,28.7,23.51
2016,9,13,97.7,3.92,126.19,20.08,22.56,26.34,30.09,23.89
2016,9,14,97.74,2.87,73.12,20.51,4.49,26.87,30.54,24.18
2016,9,15,97.67,2.22,71.0,20.08,4.69,27.18,31.08,24.52
2016,9,16,97.64,2.24,134.19,20.26,3.47,27.3,31.46,24.23
2016,9,17,97.7,1.32,211.69,19.65,2.63,27.5,31.61,23.51
2016,9,18,97.86,2.16,225.38,19.1,5.51,26.37,29.48,23.98
2016,9,19,97.83,1.97,243.0,19.17,3.4,26.22,30.53,23.04
2016,9,20,97.74,1.66,161.56,19.47,3.28,26.65,30.59,23.44
2016,9,21,97.8,2.05,43.38,19.78,5.88,26.77,30.4,23.52
2016,9,22,97.81,3.07,40.44,19.84,2.29,26.8,30.73,23.9
2016,9,23,97.55,2.59,36.94,19.78,3.2,26.7,30.44,24.03
2016,9,24,97.31,4.25,30.69,20.32,36.25,26.69,30.44,24.05
2016,9,25,97.34,2.97,55.62,20.63,44.63,26.02,28.05,24.65
2016,9,26,97.59,2.14,271.06,19.84,24.94,25.69,28.39,23.84
2016,9,27,97.75,2.54,315.94,19.9,17.45,25.6,28.11,24.05
2016,9,28,97.72,2.71,296.44,19.59,15.15,25.67,28.48,23.39
2016,9,29,97.64,3.31,283.0,19.23,9.77,25.1,27.1,23.22
2016,9,30,97.54,3.34,254.56,19.9,7.75,25.8,29.0,23.44
2016,10,1,97.67,3.79,80.75,19.84,7.63,26.51,30.38,24.02
2016,10,2,97.99,2.42,156.81,19.47,10.17,26.1,29.93,23.58
2016,10,3,98.04,2.69,170.94,18.98,1.62,25.95,29.98,23.0
2016,10,4,98.03,2.48,200.25,18.74,0.04,26.3,30.48,22.57
2016,10,5,97.93,2.43,245.94,18.8,3.57,26.0,29.51,22.5
2016,10,6,97.96,2.54,290.56,18.98,3.11,25.73,28.94,23.06
2016,10,7,97.96,2.16,297.75,19.35,21.42,25.83,29.11,23.58
2016,10,8,97.91,1.09,232.75,19.59,51.25,25.65,28.02,23.65
2016,10,9,97.87,2.7,304.88,19.35,8.13,25.83,28.98,23.64
2016,10,10,97.96,2.57,326.19,17.76,0.67,25.76,30.08,21.61
2016,10,11,98.03,2.7,328.75,18.13,0.23,25.79,30.9,21.65
2016,10,12,98.14,2.2,330.25,16.6,0.0,25.26,30.71,20.56
2016,10,13,98.31,2.3,268.0,13.37,0.0,23.43,29.37,18.0
2016,10,14,98.37,1.49,241.5,12.27,0.0,23.43,29.68,16.7
2016,10,15,98.4,1.19,97.06,12.7,0.0,24.09,29.44,18.13
2016,10,16,98.44,1.23,96.31,12.51,0.0,24.33,29.28,19.4
2016,10,17,98.35,1.42,41.69,12.08,0.0,23.71,29.15,18.01
2016,10,18,98.27,1.79,69.88,12.45,0.0,22.99,28.76,16.9
2016,10,19,98.2,1.38,224.69,12.45,0.0,23.37,28.86,17.97
2016,10,20,98.1,1.42,118.0,11.96,0.0,22.8,29.22,17.74
2016,10,21,98.19,1.37,75.12,11.6,0.0,22.82,28.72,17.33
2016,10,22,98.36,1.2,62.0,11.6,0.0,23.25,28.91,17.25
2016,10,23,98.39,1.3,309.62,11.6,0.0,23.25,29.01,16.37
2016,10,24,98.31,1.87,307.69,12.88,0.0,22.73,28.7,17.51
2016,10,25,98.25,2.19,333.5,13.31,0.0,22.41,28.44,16.44
2016,10,26,98.38,2.27,107.81,13.18,0.0,22.15,28.8,16.6
2016,10,27,98.54,2.86,43.44,12.08,0.0,20.85,27.71,15.94
2016,10,28,98.46,2.43,33.31,13.12,0.0,21.28,28.12,14.37
2016,10,29,98.4,2.85,30.75,15.62,0.0,23.28,28.4,19.23
2016,10,30,98.55,2.99,42.44,14.95,0.0,23.22,28.4,19.09
2016,10,31,98.78,2.41,43.06,13.55,0.0,21.92,27.99,16.92
2016,11,1,98.7,2.58,39.38,13.0,0.0,21.51,27.4,16.73
2016,11,2,98.64,2.4,43.25,13.73,0.0,22.05,28.28,17.11
2016,11,3,98.62,2.49,44.06,14.47,0.0,22.42,28.69,17.02
2016,11,4,98.36,2.76,18.06,15.5,0.0,23.06,28.08,18.84
2016,11,5,98.2,2.15,64.0,15.87,0.0,23.73,28.98,19.42
2016,11,6,98.4,2.23,172.0,13.79,0.0,22.89,28.48,18.69
2016,11,7,98.61,1.97,281.62,10.19,0.0,20.87,27.31,13.67
2016,11,8,98.66,1.31,183.38,10.01,0.0,21.33,27.9,15.14
2016,11,9,98.74,1.53,172.69,9.28,0.0,20.38,27.19,13.47
2016,11,10,98.67,1.2,236.0,8.61,0.0,19.41,25.92,12.86
2016,11,11,98.64,1.54,43.44,9.16,0.0,19.11,26.55,12.73
2016,11,12,98.75,2.2,50.88,10.01,0.0,18.61,26.23,11.89
2016,11,13,98.82,2.05,51.56,11.29,0.0,19.95,27.66,13.3
2016,11,14,98.74,2.07,43.38,12.57,0.0,21.23,28.23,15.49
2016,11,15,98.68,2.45,45.19,13.31,0.0,21.39,28.01,16.58
2016,11,16,98.76,2.98,48.12,12.76,0.0,20.83,27.8,16.04
2016,11,17,98.83,2.92,53.06,10.68,0.0,19.24,26.27,14.61
2016,11,18,98.71,2.67,53.88,9.95,0.0,18.26,26.04,11.73
2016,11,19,98.56,2.31,59.19,10.44,0.0,19.01,27.23,12.15
2016,11,20,98.6,1.94,58.94,10.38,0.0,19.68,27.71,13.36
2016,11,21,98.62,1.97,60.31,10.44,0.0,19.65,27.79,12.69
2016,11,22,98.58,2.09,58.62,10.01,0.0,19.5,27.55,13.34
2016,11,23,98.57,2.02,67.5,9.34,0.0,18.89,27.6,12.65
2016,11,24,98.64,2.45,68.31,9.58,0.0,18.81,27.48,12.12
2016,11,25,98.6,2.28,62.5,9.4,0.0,18.69,27.26,11.58
2016,11,26,98.61,1.44,177.44,8.97,0.0,19.83,27.69,12.28
2016,11,27,98.6,2.05,114.88,8.54,0.0,20.24,28.62,11.3
2016,11,28,98.6,1.91,49.94,8.91,0.0,20.0,29.06,13.3
